_id,url,__v,area,baths,beds,cars,description,externalFeatures,generalFeatures,internalFeatures,price
5f5ccdfe1e441dbaa3386d48,https://www.buyrentkenya.com/listings/6-bed-house-for-sale-runda-tig0003,0,, 6,6,None,"
6 bedroom all ensuite house sitting on half an acre with a guest house for 2*Features:*-Large living room opening up to the garden and pool area.- Fully fitted kitchen with pantry- Master with his and hers walk-in closet, Jacuzzi and balcony views of the pool.- 5 other bedroooms with bathtub and balcony views-Guest house for 2-Family room area at the first floor- Foyer area with a balcony overlooking the living room area -swimming pool with changing rooms-Sauna- 2 offices with garden entrances.-Garage for 3.The house sits next to Portuguese and Romania embassy.
","[' Balcony ', ' Electric Fence ', ' Fence ', ' Garden ']","[' Backup Generator ', ' CCTV ', ' Electricity Included ', ' Fibre Internet ', ' Golf Course ', ' Lift Elevator ', ' Pets Allowed ', ' Scenic View ', ' Water Included ', ' Wheel Chair Friendly ']","[' Aircon ', ' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']","200,000,000"
5f5ccdff1e441dbaa3386dc9,https://www.buyrentkenya.com/listings/6-bed-house-for-sale-runda-tig0004,0,, 6,6,None,"
6 bedroom house at Old Runda sitting on 0.6acres*Features:*- All rooms en-suite with dsq for 2 detached.- Large living room- Study- Has 2 kitchens and a pantry.- Cleaning areas.- Well manicured garden.- Swimming pool.- Pool house which can also be used as an office - Reserved kennel areas for dogs-Water fountain- Very close proximity to Village market and Rosslyn Riviera mals and various embassies.
","[' Balcony ', ' Electric Fence ', ' Fence ', ' Garden ']","[' Backup Generator ', ' CCTV ', ' Electricity Included ', ' Fibre Internet ', ' Pets Allowed ', ' Scenic View ', ' Water Included ', ' Wheel Chair Friendly ']","[' Aircon ', ' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']","80,000,000"
5f5cce001e441dbaa3386e6d,https://www.buyrentkenya.com/listings/5-bed-house-for-sale-runda-tic0211,0,, 5,5, 2 ,"
This light, bright, sunny house is perfectly positioned in the exclusive suburb of Runda. Runda being one of the safest area to live in Nairobi and UN approved zones. Situated in the grounds of a private residence it offers its own entrance. Priding with high end and quality finishing. Well designed and spacious rooms, all en suit bedrooms with very modern bathrooms. Wonderfully and well thought spacious, ample cupboards in the kitchen, well naturally lit. Welcoming sitting area and separate dinning area.Laundry and drying zone. A separate guest bedroom, ample cabro paved parking lot, Perimeter wall. The house is built on a 0.50 acre level plot, with well manicured gardens. Great neighborhood and proximate to major shopping malls, hospitals, hotels and schools. Quiet and serene location. This is a place to call home!FEATURES INCLUDE;&gt;Family room&gt;A study room&gt;Jacuzzi&gt;Steam and Sauna&gt;Heated swimming pool&gt;Full cabro paved driveways&gt;Well maintained garden&gt;4 bedroom all en suite&gt;Ample water storage&gt;CCTV &gt;Perimeter Wall with Electric Fence. &gt;Well Secured.
","[' Balcony ', ' Bore Hole ', ' Electric Fence ', ' Fence ', ' Garden ']","[' Backup Generator ', ' CCTV ', ' Pets Allowed ']","[' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']","140,000,000"
5f5cce011e441dbaa3386f10,https://www.buyrentkenya.com/listings/6-bed-house-for-sale-runda-hou0068,0,, 6,6, 6 ,"
This magnificent House sits on 1/2 acre of Land, with well manicured lawns at the front yard and most of the mature trees at the back yard.From the drive way ,the house can be accessed from either from the front glass door or the huge wooden door that is positioned a few steps away from the Garage. The living and dinning areas have high walls allowing for natural light. On the left wing of the house s a board room and a study room. White and Black are are the colors that have dominated the kitchen,the storage cabinets and counter are a true definition of elegance.The 1st set of stair case leads to the bedrooms with the 2nd set going all the way to the AtticThe bedrooms are all en suite with state of the art Bathrooms.There is a family room too on this floor.The house has a swimming pool ,sauna and steam bath.The House is 80% complete ,construction is ongoing and this will be sold as a complete unit.Asking Price is Kes 200 Million
","[' Balcony ', ' Electric Fence ', ' Fence ', ' Garden ']","[' CCTV ', ' Fibre Internet ', ' Pets Allowed ']","[' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']","200,000,000"
5f5cce021e441dbaa3386f93,https://www.buyrentkenya.com/listings/5-bed-house-for-sale-roslyn-park-runda-abs0158,0,, 7,5,None,"
It is a Double Storeyed House,Sitting on a 0.5 AcresFEATURESHigh Quality FinishesSpacious Bedrooms En-suiteSpacious Kitchen with Fitted CabinetsBedrooms with Wooden FloorSpacious Family RoomLandscaped GardenAMENITIESBoreholeSecurity 24/7Ample ParkingSwimming Pool
","[' Bore Hole ', ' Electric Fence ', ' Garden ']","[' CCTV ', ' Pets Allowed ']","[' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']","95,000,000"
5f5cce031e441dbaa3387044,https://www.buyrentkenya.com/listings/6-bed-serviced-house-for-sale-runda-ptp0031,0,, 6,6,None,"
RUNDASelling this magnificent 6 bedroom Palatial home with all bedrooms ensuite plus Servant quarter brand new, has TV room,family room, gym,walk in closet for the master bedroom, steam bath,sauna in the Quiet and Leafy heart of Runda.Sitting on half acre with swimming pool,Asking price is kes 210million, slightly negotiable.Contact us on show me or show me for more information.
","[' Balcony ', ' Electric Fence ', ' Fence ', ' Garden ']","[' CCTV ', ' Electricity Included ', ' Fibre Internet ', ' Pets Allowed ', ' Water Included ', ' Wheel Chair Friendly ']","[' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']","210,000,000"
5f5cce041e441dbaa33870f5,https://www.buyrentkenya.com/listings/6-bed-house-for-sale-runda-que0058,0,, 0,6,None,"
RUNDA HOUSE FOR SALE:-Selling a 6 Bedroom Mansion at Runda Estate. It's a Brand New House with State of the Art Finishes.Built on 1/2 Acre Land.Features Includes:-All Bedrooms are Ensuite with a Bathtub.Spacious Lounge, Dining, TV Room.Massive Fitted Kitchen.Sauna and Changing Rooms.Swimming Pool.Family Room.Artic Room that can be used as an Office/ Gym.DSQ.Perimeter Wall and Electric Fence.Asking Price is Kshs. 220 Million.
","[' Electric Fence ', ' Garden ']","[' Electricity Included ', ' Scenic View ', ' Water Included ']","[' Built in Cupboards ', ' Ensuite ', ' Kitchen ']","220,000,000"
5f5cce051e441dbaa338716f,https://www.buyrentkenya.com/listings/5-bed-house-for-sale-runda-pgp1307,0,, 4,5,None,"
5 Bedroom Home with a PoolThis lovely home is set in the coveted suburb of Runda. It has 5 bedrooms, one ensuite, and it sits on half an acre.The garden is well manicured perfect for entertaining.
","[' Built in Cupboards ', ' Ensuite ', ' Kitchen ']","[' Balcony ', ' Fence ', ' Garden ']",[],"75,000,000"
5f5cce061e441dbaa338724e,https://www.buyrentkenya.com/listings/5-bed-house-for-sale-runda-tys0112,0,, 5,5, 2 ,"
KEY DETAILS•	5 Bedrooms all ensuite•	3 Bedroom Guest wing•	Sunken Lounge with spacious Terrace•	Garage For 5 cars•	Well-landscaped Garden with gazebos•	Servant quarters for 2PROPERTY DESCRIPTION *This is an elegant and spacious 8-bedroom house with beautiful landscaped garden sitting on 1 acre parcel of land. The property is situated off Runda Grove, in the leafy and serene Runda suburb . The property is in close proximity to the UN offices in Nairobi. Other facilities in the neighborhood include, Two Rivers Mall, Ridgeways mall, Village Market, Brookhouse School and Potterhouse School.Indoor features:• Built-in wardrobes• Pay TV access• Access to Internet connection• Fitted kitchen with oven, cooker and extractor hood• FireplaceOutdoor features:• Garage for 5 cars• Well-manicured lawns• Spacious terrace• Concrete paved driveway• Perimeter wall topped with electric Fence• 24/7 security manned gate.• Beautiful GazebosEco features:• Ample water storage tanks• Solar water heating system
","[' Balcony ', ' Fence ', ' Garden ']",[' Sea View '],"[' Built in Cupboards ', ' Ensuite ', ' Kitchen ']","150,000,000"
5f5cce071e441dbaa3387319,https://www.buyrentkenya.com/listings/4-bed-serviced-townhouse-for-sale-runda-que0072,0,, 4,4, 1 ,"
Selling a Very Unique 4 Bedroom Mansion at the Heart of Runda Estate sitting on 1/2 Acre.Features Includes:-??All Bedrooms are Ensuite.?? Sitting Room with a Unique Fireplace.??Pagora.?? Family Room/ TV Room.?? Fully Fitted Kitchen with Cooker, Fridge, Microwave and Dish Washer.??2 Underground Tanks each 24,000 Liters.??Mature Garden.?? Heated Swimming Pool.?? Perimeter Wall, Electric Fence, CCTVs Cameras, Alarm System and Intercom.??Gym plus Steam Room.??Water Heating System.?? Automatic Backup Generator.?? DSQ for 2.??Gate House.??Water Fountain at the Entrance.Asking Price is Kshs. 150 Million.For More Information and Viewing Appointments Call/ WhatsApp
","[' Balcony ', ' Electric Fence ', ' Fence ', ' Garden ']","[' Backup Generator ', ' CCTV ', ' Electricity Included ', ' Fibre Internet ', ' Pets Allowed ', ' Scenic View ', ' Water Included ']","[' Built in Cupboards ', ' Ensuite ', ' Kitchen ']","150,000,000"
