_id,url,__v,area,baths,beds,cars,description,externalFeatures,generalFeatures,internalFeatures,price
5f5d1a481e441dbaa36b1898,https://www.buyrentkenya.com/listings/6-bed-house-for-sale-runda-tig0003,0,0.0,6.0,6.0,0.0,"
6 bedroom all ensuite house sitting on half an acre with a guest house for 2*Features:*-Large living room opening up to the garden and pool area.- Fully fitted kitchen with pantry- Master with his and hers walk-in closet, Jacuzzi and balcony views of the pool.- 5 other bedroooms with bathtub and balcony views-Guest house for 2-Family room area at the first floor- Foyer area with a balcony overlooking the living room area -swimming pool with changing rooms-Sauna- 2 offices with garden entrances.-Garage for 3.The house sits next to Portuguese and Romania embassy.
","[' Balcony ', ' Electric Fence ', ' Fence ', ' Garden ']","[' Backup Generator ', ' CCTV ', ' Electricity Included ', ' Fibre Internet ', ' Golf Course ', ' Lift Elevator ', ' Pets Allowed ', ' Scenic View ', ' Water Included ', ' Wheel Chair Friendly ']","[' Aircon ', ' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",200000000.0
5f5d1a491e441dbaa36b191b,https://www.buyrentkenya.com/listings/6-bed-house-for-sale-runda-tig0004,0,0.0,6.0,6.0,0.0,"
6 bedroom house at Old Runda sitting on 0.6acres*Features:*- All rooms en-suite with dsq for 2 detached.- Large living room- Study- Has 2 kitchens and a pantry.- Cleaning areas.- Well manicured garden.- Swimming pool.- Pool house which can also be used as an office - Reserved kennel areas for dogs-Water fountain- Very close proximity to Village market and Rosslyn Riviera mals and various embassies.
","[' Balcony ', ' Electric Fence ', ' Fence ', ' Garden ']","[' Backup Generator ', ' CCTV ', ' Electricity Included ', ' Fibre Internet ', ' Pets Allowed ', ' Scenic View ', ' Water Included ', ' Wheel Chair Friendly ']","[' Aircon ', ' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",80000000.0
5f5d1a4a1e441dbaa36b19c6,https://www.buyrentkenya.com/listings/5-bed-house-for-sale-runda-tic0211,0,0.0,5.0,5.0,2.0,"
This light, bright, sunny house is perfectly positioned in the exclusive suburb of Runda. Runda being one of the safest area to live in Nairobi and UN approved zones. Situated in the grounds of a private residence it offers its own entrance. Priding with high end and quality finishing. Well designed and spacious rooms, all en suit bedrooms with very modern bathrooms. Wonderfully and well thought spacious, ample cupboards in the kitchen, well naturally lit. Welcoming sitting area and separate dinning area.Laundry and drying zone. A separate guest bedroom, ample cabro paved parking lot, Perimeter wall. The house is built on a 0.50 acre level plot, with well manicured gardens. Great neighborhood and proximate to major shopping malls, hospitals, hotels and schools. Quiet and serene location. This is a place to call home!FEATURES INCLUDE;&gt;Family room&gt;A study room&gt;Jacuzzi&gt;Steam and Sauna&gt;Heated swimming pool&gt;Full cabro paved driveways&gt;Well maintained garden&gt;4 bedroom all en suite&gt;Ample water storage&gt;CCTV &gt;Perimeter Wall with Electric Fence. &gt;Well Secured.
","[' Balcony ', ' Bore Hole ', ' Electric Fence ', ' Fence ', ' Garden ']","[' Backup Generator ', ' CCTV ', ' Pets Allowed ']","[' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",140000000.0
5f5d1a4b1e441dbaa36b1ad3,https://www.buyrentkenya.com/listings/6-bed-house-for-sale-runda-hou0068,0,2024.0,6.0,6.0,6.0,"
This magnificent House sits on 1/2 acre of Land, with well manicured lawns at the front yard and most of the mature trees at the back yard.From the drive way ,the house can be accessed from either from the front glass door or the huge wooden door that is positioned a few steps away from the Garage. The living and dinning areas have high walls allowing for natural light. On the left wing of the house s a board room and a study room. White and Black are are the colors that have dominated the kitchen,the storage cabinets and counter are a true definition of elegance.The 1st set of stair case leads to the bedrooms with the 2nd set going all the way to the AtticThe bedrooms are all en suite with state of the art Bathrooms.There is a family room too on this floor.The house has a swimming pool ,sauna and steam bath.The House is 80% complete ,construction is ongoing and this will be sold as a complete unit.Asking Price is Kes 200 Million
","[' Balcony ', ' Electric Fence ', ' Fence ', ' Garden ']","[' CCTV ', ' Fibre Internet ', ' Pets Allowed ']","[' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",200000000.0
5f5d1a4c1e441dbaa36b1b81,https://www.buyrentkenya.com/listings/5-bed-house-for-sale-roslyn-park-runda-abs0158,0,0.0,7.0,5.0,0.0,"
It is a Double Storeyed House,Sitting on a 0.5 AcresFEATURESHigh Quality FinishesSpacious Bedrooms En-suiteSpacious Kitchen with Fitted CabinetsBedrooms with Wooden FloorSpacious Family RoomLandscaped GardenAMENITIESBoreholeSecurity 24/7Ample ParkingSwimming Pool
","[' Bore Hole ', ' Electric Fence ', ' Garden ']","[' CCTV ', ' Pets Allowed ']","[' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",95000000.0
5f5d1a4d1e441dbaa36b1c03,https://www.buyrentkenya.com/listings/6-bed-serviced-house-for-sale-runda-ptp0031,0,0.0,6.0,6.0,0.0,"
RUNDASelling this magnificent 6 bedroom Palatial home with all bedrooms ensuite plus Servant quarter brand new, has TV room,family room, gym,walk in closet for the master bedroom, steam bath,sauna in the Quiet and Leafy heart of Runda.Sitting on half acre with swimming pool,Asking price is kes 210million, slightly negotiable.Contact us on show me or show me for more information.
","[' Balcony ', ' Electric Fence ', ' Fence ', ' Garden ']","[' CCTV ', ' Electricity Included ', ' Fibre Internet ', ' Pets Allowed ', ' Water Included ', ' Wheel Chair Friendly ']","[' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",210000000.0
5f5d1a4e1e441dbaa36b1ca0,https://www.buyrentkenya.com/listings/6-bed-house-for-sale-runda-que0058,0,2024.0,0.0,6.0,0.0,"
RUNDA HOUSE FOR SALE:-Selling a 6 Bedroom Mansion at Runda Estate. It's a Brand New House with State of the Art Finishes.Built on 1/2 Acre Land.Features Includes:-All Bedrooms are Ensuite with a Bathtub.Spacious Lounge, Dining, TV Room.Massive Fitted Kitchen.Sauna and Changing Rooms.Swimming Pool.Family Room.Artic Room that can be used as an Office/ Gym.DSQ.Perimeter Wall and Electric Fence.Asking Price is Kshs. 220 Million.
","[' Electric Fence ', ' Garden ']","[' Electricity Included ', ' Scenic View ', ' Water Included ']","[' Built in Cupboards ', ' Ensuite ', ' Kitchen ']",220000000.0
5f5d1a4f1e441dbaa36b1d33,https://www.buyrentkenya.com/listings/5-bed-house-for-sale-runda-pgp1307,0,,,,,,,,,
5f5d1a501e441dbaa36b1de1,https://www.buyrentkenya.com/listings/5-bed-house-for-sale-runda-tys0112,0,,,,,,,,,
5f5d1a511e441dbaa36b1e5e,https://www.buyrentkenya.com/listings/4-bed-serviced-townhouse-for-sale-runda-que0072,0,,,,,,,,,
5f5d1f8d1e441dbaa36e3b05,https://www.buyrentkenya.com/listings/4-bed-townhouse-for-sale-runda-ind8124,0,0.0,5.0,4.0,3.0,"
Ready for occupation 210 sqm stand alone 3 bedroom with sq all en-suite, closed modern kitchenlaundry areacabroed pave-ways
","[' Balcony ', ' Bore Hole ', ' Electric Fence ', ' Fence ']","[' Backup Generator ', ' Fibre Internet ', ' Golf Course ', ' Pets Allowed ']","[' Ensuite ', ' Kitchen ', ' Walk In Closet ']",18500000.0
5f5d1f8e1e441dbaa36e3b90,https://www.buyrentkenya.com/listings/4-bed-townhouse-for-sale-runda-aop0081,0,0.0,5.0,4.0,0.0,"
This exquisite and spacious 4 bedroom all ensuite townhouse is located in the leafy suburbs of Runda.The house sits on approximately 1/2 an acre.FeaturesSpacious entrance hallwayTV RoomVery Spacious Closed kitchen with ample storage cabinets and granite counter topsSpacious living roomSeparate dining areaVisitors CloakroomEn suite Guest bedroomExtremely spacious Master bedroom with walk in closetMaster bedroom has a fitted shower cubicle, bathtub and a bidet3 other en suite bedrooms2 Dsq with separate entranceLaundry areaBeautiful mature garden
","[' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']","[' Balcony ', ' Bore Hole ', ' Electric Fence ', ' Garden ']",[],75000000.0
5f5d1f8f1e441dbaa36e3c30,https://www.buyrentkenya.com/listings/4-bed-serviced-townhouse-for-sale-runda-que0027,0,2024.0,4.0,4.0,0.0,"
Selling a 4 Bedroom Mansion, Runda Esate in a Serene and Secure Neighborhood.Features Includes:-?? Spacious 4 Bedroom Mansion All Ensuite.?? Family Room and Study Room.?? Well Lit Rooms with Big Windows.?? Spacious Kitchen, Pantry.?? Modern Lounge and Dining Area.?? DSQ for 2 Servants.?? Master Bedroom with a Bathtub.?? Built on 1/2 Acre Land with a Mature Garden.Selling Price is Kshs. 75 Million.Talk to us Today for More Information and Viewing Appointments.
","[' Fence ', ' Garden ']","[' Electricity Included ', ' Pets Allowed ', ' Scenic View ', ' Water Included ']","[' Ensuite ', ' Kitchen ']",75000000.0
5f5d1f901e441dbaa36e3cf1,https://www.buyrentkenya.com/listings/4-bed-townhouse-for-sale-runda-pap0021,0,0.0,0.0,4.0,0.0,"
Five star paradise housesEnjoy the best of both worlds with no compromise! The strategic location of Five star paradise allows you the convenience of city life along with the pleasure of modern countryside&nbsp;living amid the green expanses and misty hills of the scenic Kiambu area. FIVE-STAR TOWN HOUSES 4Br Townhouses 27.45Million to 29.45 Million FIVE-STAR PARADISE VILLAS Eden 3Br @ 35.90 Million Azure 4Br @ 42.7 Million Canaan @ 44.5 Million
","[' Balcony ', ' Garden ']","[' Electricity Included ', ' Pets Allowed ', ' Scenic View ', ' Water Included ']","[' Built in Cupboards ', ' Ensuite ', ' Kitchen ']",27450000.0
5f5d1f911e441dbaa36e3d81,https://www.buyrentkenya.com/listings/4-bed-house-for-sale-runda-abc0074,0,2024.0,4.0,4.0,0.0,"
Arranged on two floors is this elegant 4 bedroom house in Old Runda with a breathtaking manicured lawn. Set in a mature garden and a quiet street, the double storey house presents an ideal home a growing family. This property is highly discounted. Please call to arrange a viewing appointment.
","[' Electric Fence ', ' Garden ']",[' Fibre Internet '],"[' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",79000000.0
5f5d1f921e441dbaa36e3e06,https://www.buyrentkenya.com/listings/5-bed-townhouse-for-sale-runda-nbp0000,0,0.0,6.0,5.0,3.0,"
4 bedroom with sq all ensuite sitting on 1/8 acre plotspacious louge, separate dining area, spacious bedroom with wardrobes, wooden floors and staircases, Jaccuzi, cubic showers, well curved gypsum ceilingAmenities include. 18 hole golf course, Shopping mall, ...Nearby Shopping Malls. Kiambu Mall. Gathanji Shoppin Centre.Nearby Hospitals. Nazareth Hospital. Mater Hospital.Nearby Schools. Bridge International School. Braeburn Garden Estate School.
","[' Balcony ', ' Bore Hole ', ' Fence ', ' Garden ']","[' Backup Generator ', ' CCTV ', ' Electricity Included ', ' Fibre Internet ', ' Golf Course ', ' Pets Allowed ', ' Scenic View ']","[' Aircon ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",28000000.0
5f5d1f931e441dbaa36e3e8e,https://www.buyrentkenya.com/listings/8-bed-serviced-office-for-sale-runda-que0071,0,2024.0,8.0,8.0,1.0,"
Selling an Ambassadorial House at Runda Estate in the Most Serene and Secure Neighborhood. It's built on 1/2 Acre Plot with a Well Manicured Garden.Features Includes:-??8 Bedrooms All Ensuite, 7 Bedrooms with a Bathtub.?? 2 Living Rooms | Dining Area with Gypsum.??Fully Fitted Kitchen with Cooker| Oven| Microwave and Fridge.?? Family Room/ TV Room.?? Fully Functional Sauna.?? Heated Swimming Pool.?? Perimeter Wall, Electric Fence.??Water Heating System.?? Automatic Backup Generator.?? DSQ.??Garage for 2 Cars.?? Extensive Rooftop with a Great View of Runda and Two Rivers Mall.Asking Price is Kshs. 160 Million.For More Information and Viewing Appointments Call/ WhatsApp
","[' Balcony ', ' Electric Fence ', ' Fence ', ' Garden ']","[' Backup Generator ', ' Electricity Included ', ' Pets Allowed ', ' Scenic View ', ' Water Included ']","[' Built in Cupboards ', ' Ensuite ', ' Kitchen ']",160000000.0
5f5d1f941e441dbaa36e3f0c,https://www.buyrentkenya.com/listings/3-bed-townhouse-for-sale-runda-azz0085,0,0.0,3.0,3.0,2.0,"
tucked away in spectacular scenery on the fringes of Runda next to Paradise Lost, off Kiambu Road is an iconic development designed for absolute luxury &amp; comfort consists of 3 bedroom villas from Ksh. 29M,4 bedroom villas from 34M &amp; 5 bedroom villas for sale from 36M&nbsp;
","[' Balcony ', ' Bore Hole ', ' Electric Fence ', ' Fence ', ' Garden ']","[' Backup Generator ', ' CCTV ', ' Electricity Included ', ' Fibre Internet ', ' Pets Allowed ', ' Scenic View ', ' Water Included ', ' Wheel Chair Friendly ']","[' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",29000000.0
5f5d1f951e441dbaa36e3fa9,https://www.buyrentkenya.com/listings/4-bed-house-for-sale-runda-pgp0664,0,0.0,0.0,4.0,0.0,"
4 BEDROOM HOUSE FOR SALE IN RUNDAThis beautiful property sitting on half an acre, located on Runda Drive in the heart of Runda could be yours!!The double-storey home is ideal for a family, with four all en-suite bedrooms, all with built-in wardrobes. It also features a spacious lounge area, dining area, family room and kitchen with an adjoining courtyard &amp; laundry area. The gardens surrounding the property are well maintained and ideal for entertainment.Call us to book in a viewing today!!
",[],"[' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",[],75000000.0
5f5d1f961e441dbaa36e4055,https://www.buyrentkenya.com/listings/4-bed-serviced-house-for-sale-runda-mmu0074,0,0.0,0.0,4.0,0.0,"
HOUSE FEATURESSingle home on 1/2 acre plotSecure with single double gateCabro paved interiorSpacious family roomAmerican style open kitchen with islandSeparate dinning room4 bedrooms all en-suiteMaster with study and walk in closet2 car garage and 2 car carport3 DSQAsking KSH 100M | NegotiableHome offered unfurnished
",[],[],[],100000000.0
5f5d1f971e441dbaa36e418b,https://www.buyrentkenya.com/listings/4-bed-house-for-sale-runda-s44359,0,0.0,4.0,4.0,0.0,"
These 4 bedroom spectacular townhouses are located at the heart of Runda situated adjacent to Paradise lost in Runda, the most serene locality on­ Kiambu road, the surroundings complete with greenery have been designed to provide you with blissful living. It is living close to nature at its best.Selling price show me
","[' Aircon ', ' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Walk In Closet ']","[' Electricity Included ', ' Pets Allowed ', ' Sea View ', ' Water Included ']",[],37000000.0
5f5d1f981e441dbaa36e425f,https://www.buyrentkenya.com/listings/4-bed-townhouse-for-sale-off-kiambu-rd-runda-azz0055,0,0.0,5.0,4.0,0.0,"
The development comprises of beautiful and luxurious 4 bedroom all en-suite villas each with a mature tastefully manicured garden sitting on 1/8 of an acre.FeaturesDSTV ConnectivityAll en suiteElectric fenceCommercial CenterGymKindergartenSwimming poolHigh quality finishingCabro paved parking
","[' Balcony ', ' Bore Hole ', ' Electric Fence ', ' Fence ', ' Garden ']","[' Backup Generator ', ' CCTV ', ' Electricity Included ', ' Fibre Internet ', ' Pets Allowed ', ' Scenic View ', ' Water Included ', ' Wheel Chair Friendly ']","[' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",37000000.0
5f5d1f991e441dbaa36e42e6,https://www.buyrentkenya.com/listings/6-bed-furnished-townhouse-for-sale-runda-abp0131,0,2428.0,7.0,6.0,0.0,"
* Runda 6 bedrooms all ensuite Townhouse..* Sitting on 0.6 acre plot * Spacious living room and separate dining area..* Spacious kitchen with granite tops and pantry * Family living room on second level * Detached servant quarter ensuite * Glass covered patio * Visitors cloak room * Cabro paved driveway * Well manicured lawn and mature garden* Electric perimeter fence and cctv cameras * Guard house * Piped water connected and borehole ****And many more extras ****
","[' Balcony ', ' Bore Hole ', ' Electric Fence ', ' Fence ', ' Garden ']","[' CCTV ', ' Electricity Included ', ' Fibre Internet ', ' Pets Allowed ', ' Scenic View ', ' Water Included ']","[' Aircon ', ' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",75000000.0
5f5d1f9b1e441dbaa36e4421,https://www.buyrentkenya.com/listings/5-bed-house-for-sale-runda-asl0794,0,2024.0,5.0,5.0,0.0,"
We have a 5 Bedroom’s all ensuite, Family room, Large living room with fire place , 2 spacious kitchens , 2 Dinning rooms , 2 pantries, Large Veranda with fireplace , Outdoor jacuzzi. 4 Staff quarters. Generator, mature garden.
",[],[],[],120000000.0
5f5d1f9c1e441dbaa36e44b5,https://www.buyrentkenya.com/listings/5-bed-bungalow-for-sale-mimosa-rd-runda-pms0143,0,2024.0,5.0,5.0,0.0,"
The following is a newly renovated five bedroom house for sale it has the following character all bedrooms come en suite , spacious kitchen with fitted cooker, microwave dishwasher washer, swimming pool, garage for two car's dsq for two on half acre plot.155m
","[' Balcony ', ' Bore Hole ', ' Electric Fence ', ' Fence ', ' Garden ']","[' Backup Generator ', ' CCTV ', ' Electricity Included ', ' Fibre Internet ', ' Pets Allowed ', ' Water Included ', ' Wheel Chair Friendly ']","[' Aircon ', ' Alarm ', ' Built in Cupboards ', ' Ensuite ', ' Kitchen ', ' Walk In Closet ']",155000000.0
5f5d1f9d1e441dbaa36e453e,https://www.buyrentkenya.com/listings/5-bed-house-for-sale-ruaka-road-runda-jmm0317,0,3995.0,5.0,5.0,0.0,"
Looking for an Amazing Deal???5 bedroom stand alone house located in the exclusive estate of Runda has come available for sale. Has the following features;- Living room with wrap around windows, woodern floors and a fireplace- Formal Dinning area- Modern Gourmet island all white Kitchen with break fast area- All rooms ensuite- Prinicipal Bedroom is spacious and comes with ample wardrobe space . Master bathroom has modern vanities such as his and her sinks, shower cubicle and modern bathtub- Lush garden . The property sits on a flat plot of 0.5 acres- Staff Quarters- Garage for two carsSale Price : 70 Million
",[],[],[],70000000.0
